Principio Attivo	Descrizione Gruppo Equivalenza	Denominazione e Confezione	Prezzo al pubblico �	Titolare AIC	"Codice 
AIC"	Codice Gruppo Equivalenza	X=in lista di trasparenza Aifa 15/12/2020	Solo in lista di Regione:	Metri cubi ossigeno 
Rabeprazolo	RABEPRAZOLO 10MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 10 mg	4,81	DOC GENERICI Srl	40681037	KOX	X		
Rabeprazolo	RABEPRAZOLO 10MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 10 mg	4,81	EG SpA	41543051	KOX	X		
Rabeprazolo	RABEPRAZOLO 10MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 10 mg	4,81	KRKA D.D.NOVO MESTO	41591052	KOX	X		
Rabeprazolo	RABEPRAZOLO 10MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 10 mg	4,81	SANDOZ SpA	41110053	KOX	X		
Rabeprazolo	RABEPRAZOLO 10MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 10 mg	4,81	ZENTIVA ITALIA Srl	41599061	KOX	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO SOS*28 cpr riv gastrores 20 mg	8,84	SO.SE.PHARM Srl	41984042	KOY	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 20 mg	8,84	DOC GENERICI Srl	40681049	KOY	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 20 mg	8,84	EG SpA	41543063	KOY	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 20 mg	8,84	KRKA D.D.NOVO MESTO	41591165	KOY	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 20 mg	8,84	LABORATORI ALTER Srl	39995079	KOY	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 20 mg	8,84	SANDOZ SpA	41110141	KOY	X		
Rabeprazolo	RABEPRAZOLO 20MG 28 UNITA' USO ORALE	RABEPRAZOLO*28 cpr gastrores 20 mg	8,84	ZENTIVA ITALIA Srl	41599186	KOY	X		
Raloxifene	RALOXIFENE 60MG 14 UNITA' USO ORALE	RALOXIFENE*14 cpr riv 60 mg	8,85	SANDOZ SpA	40742013	R2A	X		
Raloxifene	RALOXIFENE 60MG 14 UNITA' USO ORALE	EVISTA*14 cpr riv 60 mg	10,35	SUBSTIPHARM	34153015	R2A	X		
Raloxifene	RALOXIFENE 60MG 14 UNITA' USO ORALE	OPTRUMA*14 cpr riv 60 mg	10,35	ELI LILLY NEDERLAND BV	34154017	R2A	X		
Raloxifene	RALOXIFENE 60MG 28 UNITA' USO ORALE	RALOXIFENE*28 cpr riv 60 mg	17,11	SANDOZ SpA	40742025	R2B	X		
Raloxifene	RALOXIFENE 60MG 28 UNITA' USO ORALE	EVISTA*28 cpr riv 60 mg	18,61	SUBSTIPHARM	34153027	R2B	X		
Raloxifene	RALOXIFENE 60MG 28 UNITA' USO ORALE	OPTRUMA*28 cpr riv 60 mg	18,61	ELI LILLY NEDERLAND BV	34154029	R2B	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	ECLIPSE*14 cpr div 5 mg	2,17	S.F. GROUP Srl	38271021	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	KRUPIL*14 cpr div 5 mg	2,17	SO.SE.PHARM Srl	38273025	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	ABC FARMACEUTICI SpA	38272023	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	ACCORD HEALTHCARE SLU	38209021	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	ALMUS Srl	42216200	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	ARISTO PHARMA GMBH	38233387	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	AUROBINDO PHARMA ITALIA Srl	39728035	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	EG SpA	37439130	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	KRKA D.D.NOVO MESTO	41792209	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	MYLAN SpA	37577208	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	PENSA PHARMA SpA	37585205	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	RATIOPHARM GMBH	36905115	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	SANDOZ SpA	37509332	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	SANDOZ SpA	37625530	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,17	SUN PHARMACEUTICAL IND.EU.B.V.	42262093	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr div 5 mg	2,17	DOC GENERICI Srl	37621202	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr div 5 mg	2,17	TECNIGEN Srl	38323022	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr div 5 mg	2,17	ZENTIVA ITALIA Srl	37692035	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	TENSIRAM*14 cpr div 5 mg	2,17	I.B.N. SAVIO Srl	38355020	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL GIT*14 cpr 5 mg	2,20	S.F. GROUP Srl	37785387	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	2,20	PHARMEG Srl	38213029	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	UNIPRIL*14 cpr 5 mg	2,20	ASTRAZENECA SpA	27166065	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	HERZATEC*14 cpr 5 mg	2,48	EPIFARMA Srl	38214021	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	NORAPRIL*14 cpr 5 mg	2,90	ITALIAN DEVICES Srl	38240038	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	RAMIPRIL*14 cpr 5 mg	3,30	I.G.FARMAC.di IRIANNI GIUSEPPE	38212027	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	QUARK*14 cpr div 5 mg	3,35	POLIFARMA SpA	27162066	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	TRIATEC*14 cpr div 5 mg	3,40	MEDIFARM Srl	42732040	DRA	X		
Ramipril	RAMIPRIL 5MG 14 UNITA' USO ORALE	TRIATEC*14 cpr div 5 mg	3,40	SANOFI SpA	27161064	DRA	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	ECLIPSE*28 cpr div 2,5 mg	2,74	S.F. GROUP Srl	38271019	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	HERZATEC*28 cpr 2,5 mg	2,74	EPIFARMA Srl	38214019	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	KRUPIL*28 cpr div 2,5 mg	2,74	SO.SE.PHARM Srl	38273013	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL GIT*28 cpr 2,5 mg	2,74	S.F. GROUP Srl	37785223	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	ABC FARMACEUTICI SpA	38272011	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	ACCORD HEALTHCARE SLU	38209019	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	ALMUS Srl	42216046	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	ARISTO PHARMA GMBH	38233223	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	AUROBINDO PHARMA ITALIA Srl	39728288	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	EG SpA	37439041	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	KRKA D.D.NOVO MESTO	41792134	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	MYLAN SpA	37577044	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	PENSA PHARMA SpA	37585041	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	PHARMEG Srl	38213017	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	RATIOPHARM GMBH	36905040	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	SANDOZ SpA	37509193	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	SANDOZ SpA	37625504	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 2,5 mg	2,74	SUN PHARMACEUTICAL IND.EU.B.V.	42262016	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 2,5 mg	2,74	DOC GENERICI Srl	37621048	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 2,5 mg	2,74	TECNIGEN Srl	38323010	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 2,5 mg	2,74	ZENTIVA ITALIA Srl	37692023	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	TENSIRAM*28 cpr div 2,5 mg	2,74	I.B.N. SAVIO Srl	38355018	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	NORAPRIL*28 cpr 2,5 mg	4,75	ITALIAN DEVICES Srl	38240026	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	QUARK*28 cpr div 2,5 mg	4,80	POLIFARMA SpA	27162054	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 2,5 mg	5,75	BB FARMA Srl	37956036	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 2,5 mg	5,75	PRICETAG SpA	43315035	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 2,5 mg	5,75	SANOFI SpA	27161052	DRB	X		
Ramipril	RAMIPRIL 2,5MG 28 UNITA' USO ORALE	UNIPRIL*28 cpr 2,5 mg	5,75	ASTRAZENECA SpA	27166053	DRB	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	ECLIPSE*28 cpr div 10 mg	5,69	S.F. GROUP Srl	38271033	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	KRUPIL*28 cpr div 10 mg	5,69	SO.SE.PHARM Srl	38273037	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	ABC FARMACEUTICI SpA	38272035	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	ACCORD HEALTHCARE SLU	38209033	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	ALMUS Srl	42216402	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	ARISTO PHARMA GMBH	38233589	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	AUROBINDO PHARMA ITALIA Srl	39728199	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	EG SpA	37439268	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	KRKA D.D.NOVO MESTO	41792312	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	MYLAN SpA	37577400	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	PENSA PHARMA SpA	37585407	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	SANDOZ SpA	37625581	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	SUN PHARMACEUTICAL IND.EU.B.V.	42262194	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,69	TEVA B.V.	37531047	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 10 mg	5,69	DOC GENERICI Srl	37621404	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 10 mg	5,69	TECNIGEN Srl	38323034	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 10 mg	5,69	ZENTIVA ITALIA Srl	37692047	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	TENSIRAM*28 cpr div 10 mg	5,69	I.B.N. SAVIO Srl	38355032	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	HERZATEC*28 cpr 10 mg	5,79	EPIFARMA Srl	38214033	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL GIT*28 cpr 10 mg	5,79	S.F. GROUP Srl	37785589	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	5,79	PHARMEG Srl	38213031	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	UNIPRIL*28 cpr 10 mg	5,79	ASTRAZENECA SpA	27166077	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	NORAPRIL*28 cpr 10 mg	7,04	ITALIAN DEVICES Srl	38240040	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	QUARK*28 cpr div 10 mg	7,40	POLIFARMA SpA	27162078	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 10 mg	8,00	IPSO PHARMA Srl	38210035	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 10 mg	8,04	GMM FARMA Srl	43961010	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 10 mg	8,04	PRICETAG SpA	43315047	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 10 mg	8,04	PROGRAMMI SANIT.INTEGRATI Srl	38489047	DRC	X		
Ramipril	RAMIPRIL 10MG 28 UNITA' USO ORALE	TRIATEC*28 cpr div 10 mg	8,04	SANOFI SpA	27161076	DRC	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	KRUPIL*28 cpr div 5 mg	3,28	SO.SE.PHARM Srl	38273049	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	AUROBINDO PHARMA ITALIA Srl	39728050	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	EG SpA	37439155	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	KRKA D.D.NOVO MESTO	41792223	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	MYLAN SpA	37577222	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	PENSA PHARMA SpA	37585229	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	RATIOPHARM GMBH	36905139	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	SANDOZ SpA	37509357	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	SANDOZ SpA	37625542	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr 5 mg	3,28	SUN PHARMACEUTICAL IND.EU.B.V.	42262105	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 5 mg	3,28	DOC GENERICI Srl	37621226	KJW	X		
Ramipril	RAMIPRIL 5MG 28 UNITA' USO ORALE	RAMIPRIL*28 cpr div 5 mg	3,28	ZENTIVA ITALIA Srl	37692276	KJW	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE	BISAR*30 cps 5 mg + 5 mg	6,12	ARISTO PHARMA GMBH	45606124	JAD	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg	6,12	DOC GENERICI Srl	44802041	JAD	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg	6,12	EG SpA	46721027	JAD	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 5 mg + 5 mg	6,12	KRKA D.D.NOVO MESTO	45268012	JAD	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE	DUOTENS*30 cps 5 mg + 5 mg	7,66	SPA (SOC.PRO.ANTIBIOTICI) SpA	43240062	JAD	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 30UNITA' USO ORALE	ICOMB*30 cps 5 mg + 5 mg	7,81	PFIZER ITALIA Srl	42384040	JAD	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE	BISAR*30 cps 10 mg + 5 mg	7,22	ARISTO PHARMA GMBH	45606326	JAE	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg	7,22	DOC GENERICI Srl	44802080	JAE	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg	7,22	EG SpA	46721155	JAE	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 10 mg + 5 mg	7,22	KRKA D.D.NOVO MESTO	45268214	JAE	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE	DUOTENS*30 cps 10 mg + 5 mg	9,03	SPA (SOC.PRO.ANTIBIOTICI) SpA	43240148	JAE	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 30UNITA' USO ORALE	ICOMB*30 cps 10 mg + 5 mg	9,21	PFIZER ITALIA Srl	42384089	JAE	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE	BISAR*30 cps 5 mg + 10 mg	8,04	ARISTO PHARMA GMBH	45606225	JAF	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg	8,04	DOC GENERICI Srl	44802066	JAF	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg	8,04	EG SpA	46721066	JAF	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 5 mg + 10 mg	8,04	KRKA D.D.NOVO MESTO	45268113	JAF	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE	DUOTENS*30 cps 5 mg + 10 mg	10,05	SPA (SOC.PRO.ANTIBIOTICI) SpA	43240100	JAF	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 30UNITA' USO ORALE	ICOMB*30 cps 5 mg + 10 mg	10,26	PFIZER ITALIA Srl	42384065	JAF	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE	BISAR*30 cps 10 mg + 10 mg	9,14	ARISTO PHARMA GMBH	45606427	JAG	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg	9,14	DOC GENERICI Srl	44802104	JAG	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg	9,14	EG SpA	46721243	JAG	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*30 cps 10 mg + 10 mg	9,14	KRKA D.D.NOVO MESTO	45268315	JAG	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE	DUOTENS*30 cps 10 mg + 10 mg	11,43	SPA (SOC.PRO.ANTIBIOTICI) SpA	43240187	JAG	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+10MG 30UNITA' USO ORALE	ICOMB*30 cps 10 mg + 10 mg	11,66	PFIZER ITALIA Srl	42384103	JAG	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE	ALAMUT*28 cps 5 mg + 5 mg	5,83	SO.SE.PHARM Srl	44036022	JCT	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*28 cps 5 mg + 5 mg	5,83	DOC GENERICI Srl	44802039	JCT	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE	PARVATI*28 cps 5 mg + 5 mg	7,29	NEOPHARMED GENTILI SpA	43322027	JCT	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE	RAMANTAL*28 cps 5 mg + 5 mg	7,29	ERREKAPPA EUROTERAPICI SpA	43313028	JCT	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE	SAMBETAN*28 cps 5 mg + 5 mg	7,29	CIPROS Srl	44544029	JCT	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+5MG 28 UNITA' USO ORALE	TRIAMLO*28 cps 5 mg + 5 mg	7,29	SANOFI SpA	43405113	JCT	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE	ALAMUT*28 cps 10 mg + 5 mg	6,88	SO.SE.PHARM Srl	44036046	JCU	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*28 cps 10 mg + 5 mg	6,88	DOC GENERICI Srl	44802078	JCU	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE	PARVATI*28 cps 10 mg + 5 mg	8,59	NEOPHARMED GENTILI SpA	43322039	JCU	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE	RAMANTAL*28 cps 10 mg + 5 mg	8,59	ERREKAPPA EUROTERAPICI SpA	43313030	JCU	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE	SAMBETAN*28 cps 10 mg + 5 mg	8,59	CIPROS Srl	44544031	JCU	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 10MG+5MG 28 UNITA' USO ORALE	TRIAMLO*28 cps 10 mg + 5 mg	8,59	SANOFI SpA	43405315	JCU	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE	ALAMUT*28 cps 5 mg + 10 mg	7,67	SO.SE.PHARM Srl	44036034	JCV	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE	RAMIPRIL E AMLODIPINA*28 cps 5 mg + 10 mg	7,67	DOC GENERICI Srl	44802054	JCV	X		
Ramipril/Amlodipina	RAMIPRIL+AMLODIPINA 5MG+10MG 28 UNITA' USO ORALE	PARVATI*28 cps 5 mg + 10 mg	9,58	NEOPHARMED GENTILI SpA	43322041	JCV	X		
